date,ticker,title,summary,target_return,predicted_return,counterfactual_price_only_return,counterfactual_text_only_return,abs_target_return,gate_text_confidence,text_content_norm,text_noise_norm,price_content_norm,price_noise_norm,text_noise_ratio,volatility_20d,same_day_return
2023-12-22,JNJ,Johnson & Johnson: Ottava Surgical Robot Is A Growth Tailwind,,0.004374127835035324,0.027517080307006836,0.02169862389564514,0.021490739658474922,0.004374127835035324,0.44258424639701843,5.902705192565918,4.818869590759277,5.695011615753174,5.5110883712768555,0.44945539140886365,0.010182568732523769,0.004004168852889123
2024-01-04,JNJ,Johnson & Johnson: Rock Solid 3% Yield With Over 10% Annual Return Potential (Rating Upgrade),"Johnson & Johnson's stock has underperformed the market, but its strong performance and secure balance sheet make it an attractive investment during uncertainty. The company's Q3 results showed solid growth, and it raised its full-year outlook, projecting a 13% year-over-year growth in EPS. JNJ offers a solid 3% dividend yield backed by a 61-year track record. Its AAA balance sheet rating and 46% payout ratio ensure strong safety and reliability. The stock's current blended P/E stands at 16.2x, under the 20-year average of 17.7x, signaling a discount and offering a margin of safety. With an anticipated 5% annual EPS growth over the next two years, I'm building a case for returns exceeding 10%.",0.003112723119556904,0.01422726921737194,0.02257712371647358,0.0008220598101615906,0.003112723119556904,0.45010215044021606,5.778508186340332,4.98642110824585,5.7001848220825195,5.492963790893555,0.463209833691441,0.008944391012204265,-0.0021120039304467486
2024-01-04,JNJ,Johnson & Johnson: One Of The World's Safest Stocks Could Return +10% Per Year,"The Fed's potential rate cuts are causing concern in the market, as it could lead to higher inflation and negatively impact stocks. Johnson & Johnson is a safe investment option with a history of consistent income and extreme financial safety. JNJ's recent performance, positive business developments, and long-term growth prospects make it a compelling investment for conservative investors.",0.003112723119556904,0.010941881686449051,0.02257712371647358,-0.006718151271343231,0.003112723119556904,0.45898228883743286,5.696014881134033,5.029229640960693,5.7001848220825195,5.492963790893555,0.4689151497291901,0.008944391012204265,-0.0021120039304467486
2024-01-05,JNJ,Johnson & Johnson: A Defensive Dividend King Set To Outperform The S&P 500,"Johnson & Johnson is a safe and stable business with an AAA rating and a 60+ year history of dividend increases. JNJ has a strong balance sheet, generating significant free cash flow and having the resources for investments and shareholder rewards. The stock trades at an attractive valuation with potential for dividend growth and EPS growth. The company reported solid Q3 earnings with 6.8% YoY sales growth, driven by strong performance in both its Medtech and Innovative Medicine segments.",0.0024824512656778097,0.016290508210659027,0.022548744454979897,0.007119953632354736,0.0024824512656778097,0.44965454936027527,5.7538862228393555,4.950122833251953,5.698697090148926,5.4968791007995605,0.4624550303827083,0.008425448879965705,0.0031127231546397294
2024-01-08,JNJ,"Johnson & Johnson: EPS Growth Returns In 2024, JPM Healthcare Conference On Tap","Large pharma stocks, including Johnson & Johnson, may be experiencing a shift in favor as investors move away from glamour growth stocks as 2024 gets underway. Johnson & Johnson is a leading global healthcare company with a below-market valuation and an attractive dividend yield, though its chart has its issues. Analysts have mixed opinions on Johnson & Johnson, with some citing concerns about its pipeline and slower growth in MedTech. Ahead of earnings due out later this month, I highlight key price levels to monitor.",0.0006190760177560151,-0.0012964103370904922,0.022280119359493256,-0.029966816306114197,0.0006190760177560151,0.4769238531589508,5.807308673858643,4.909896373748779,5.696686744689941,5.493897914886475,0.4581321671030674,0.008140572257996798,0.002482451339945735
2024-01-09,JNJ,Johnson & Johnson: $2 Billion Buyout Of Antibody Drug Conjugate Specialist Ambrx Is Good Business,"Johnson & Johnson has announced plans to acquire Ambrx, a clinical-stage biopharmaceutical company specializing in antibody drug conjugates (ADCs), for ~$2.0 billion. ADCs have become a popular investment for big pharma companies, with Pfizer, AbbVie, Merck and others making significant investments into the space. Ambrx's portfolio includes ADCs targeting prostate cancer, breast cancer, and renal cell carcinoma, with its lead candidate, ARX517, showing promising results in prostate cancer patients. Johnson & Johnson has targeted $57bn of revenues from its pharmaceuticals division even as >$10bn p.a. asset Stelara loses patent protection. This acquisition provides an enhancement to its pre-commercial pipeline - although the success of Ambrx's product portfolio or technology is not guaranteed.",0.0014848827850073576,0.02756655216217041,0.022128619253635406,0.01853262633085251,0.0014848827850073576,0.47560375928878784,5.7365617752075195,5.057398796081543,5.6958513259887695,5.492927551269531,0.46853967667190555,0.007914241643412132,0.0006190760089186398
2024-01-16,JNJ,Johnson & Johnson: Is The Dividend Still Safe After The Kenvue Split-Off?,"JNJ stock occupies a top spot in many portfolios due to its consistent performance and low volatility. But should we really and readily accept JNJ as a SWAN stock? A fresh look Johnson & Johnson is warranted, especially in light of the split-off of its Consumer Health segment (Kenvue stock) and amid the ongoing talc litigation. I share my view on JNJ's two remaining segments, their future prospects and the decline in cash flow due to the split-off of the Consumer Health segment. Finally, I will discuss the dividend safety of Johnson & Johnson stock against this backdrop.",-0.0005606938502751291,0.018433086574077606,0.021203013136982918,0.007314357906579971,0.0005606938502751291,0.47130823135375977,5.580166816711426,5.0477752685546875,5.697576999664307,5.470990180969238,0.47495321559496634,0.008571858041983224,-0.011515373830698117
2024-01-24,JNJ,"Johnson & Johnson: Balance Growth Between MedTech And Medicine, Initiate With A 'Buy'",,0.00377440988086164,0.011238301172852516,0.02221478708088398,-0.01704985648393631,0.00377440988086164,0.4547382891178131,5.771091938018799,4.927052974700928,5.699529647827148,5.496947765350342,0.46055208775891326,0.007430584951360676,-0.005318682580018774
2024-02-28,JNJ,Johnson & Johnson: A Clean Bill Of Health,"Johnson & Johnson continues to trade in line with historical multiples despite improved financial position and growth prospects following the KVUE spin-off. We are relatively bullish on JNJ's core Pharma and MedTech portfolios, but not enough margin of safety to provide a highly attractive return profile. Potential catalysts include indication expansions for key products (Tremfya, Erleada, Spravato), accelerating growth in MedTech, deployment of excess cash-post spin-off, and monetization of the remaining KVUE stake.",-0.0010523239616304636,0.009778764098882675,0.021087240427732468,-0.006109461188316345,0.0010523239616304636,0.4523746371269226,5.893884181976318,5.046019077301025,5.689537525177002,5.491444110870361,0.4612489669889356,0.00774886265252134,0.0035408738342483925
2024-03-28,JNJ,With Lawsuit And Medtech Tailwinds - Johnson & Johnson May Be Back,"Johnson & Johnson settles a consumer protection lawsuit for $75 million, a significant reduction from the initial demand of $6 billion. The company is facing nearly 60,000 lawsuits from ex-talc users claiming that the powder caused their cancer. A US District Judge is allowing the company to contest evidence linking its talc powder to cancer, providing an opportunity for new arguments in its defense. On top of that, the company is working on a transition to fast-growing medtech products and solutions, adding to the attractiveness of its current valuation.",-0.002591964090242982,0.013290824368596077,0.021732522174715996,-0.014237955212593079,0.002591964090242982,0.4754050672054291,5.814796447753906,5.446692943572998,5.700541019439697,5.5017991065979,0.4836565354994086,0.007433600436102534,0.0014560899403974759
2024-04-04,JNJ,Johnson & Johnson: Self-Proclaimed 'Dividend King' Faces Tricky Outlook,"Johnson & Johnson's shares have experienced minimal growth over the past five years, in contrast to some of its competitors in the pharmaceutical industry. The company aims to focus on innovative medicine and medtech, projecting 5-7% growth between 2025 and 2030. Johnson & Johnson faces challenges such as lawsuits and patent expirations, but its medical devices and oncology divisions offer potential for growth. In this post, I provide comprehensive product-by-product revenue forecasts and discounted cash flow analysis to help readers precisely break down the investment opportunity. If you would like to take a good look """"under the hood"""" of Johnson & Johnson and know what the business will look like in 2030, read this post.",-0.0007214272045530379,0.005327526479959488,0.022358562797307968,-0.02936416119337082,0.0007214272045530379,0.4715730845928192,5.740229606628418,5.398839473724365,5.70365571975708,5.4903950691223145,0.4846760025257779,0.008465721684643265,-0.011409200701558042
2024-04-11,JNJ,Johnson & Johnson Q1 Earnings Preview: Shockwave Could Be A Good Fit Despite Headwinds,,-0.008535350672900677,0.023232273757457733,0.022498738020658493,0.006175152957439423,0.008535350672900677,0.44649335741996765,5.862184524536133,4.852575302124023,5.712399959564209,5.486928939819336,0.45288698772785674,0.007748951189935526,-0.009387437046096014
2024-04-12,JNJ,Johnson & Johnson: Doubling Down On This 2024 Dog Of The Dow,,0.0004745200858451426,0.03981056809425354,0.02301502414047718,0.04871775954961777,0.0004745200858451426,0.45553284883499146,5.756411552429199,4.932562351226807,5.715532302856445,5.493282318115234,0.46146266196227076,0.0076114885799158484,-0.00853535049371823
2024-04-18,JNJ,Johnson & Johnson: Buy This Bargain Before It's Gone,"On April 16, Johnson & Johnson released financial results for the first three months of 2024, which were within my expectations. Tecvayli sales were $133 million in the first quarter of 2024, up 111% year over year. Despite increased competition in the global autoimmune disease therapeutics market, the sales growth rate of most of its blockbusters has pleasantly surprised me. As a result, I am upgrading Johnson & Johnson's rating from 'Buy' to 'Strong Buy'.",0.014889570884406567,0.012788775376975536,0.023642387241125107,-0.006169810891151428,0.014889570884406567,0.45731741189956665,5.576539993286133,5.121781826019287,5.717021465301514,5.526082992553711,0.47874628493381177,0.008975440727746382,0.00670018080578183
2024-04-22,JNJ,Johnson & Johnson: Legal Woes Are Detrimental But Not Fatal,"Johnson & Johnson stock has continued to underperform the healthcare sector, worrying JNJ investors. JNJ's potentially massive talc-related legal liabilities will likely affect buying sentiment. However, it's easy to forget that JNJ is a fundamentally strong business with robust free cash flow profitability. Investors should be careful about buying JNJ when overvalued, but it's not. Dip-buyers were assessed to have returned with conviction last week, providing JNJ investors another solid buying opportunity.",0.0029508008155971766,0.005613725632429123,0.0236735288053751,-0.0219888836145401,0.0029508008155971766,0.46067023277282715,5.794257164001465,5.082452297210693,5.706854343414307,5.534552574157715,0.4672784830131714,0.010122233429529547,0.008180472082829349
2024-05-16,JNJ,Shockwave Medical: A Look Into Q1 Financials And Value To Johnson & Johnson Investors,"Johnson & Johnson's acquisition of Shockwave Medical is expected to benefit J&J's investors due to positive trends in sales, revenue, and cash flow. Shockwave Medical has a strong product portfolio and a growing market value in the intravascular lithotripsy (IVL) technology. The merger will expand J&J's presence in the cardiovascular intervention market and prevent competitors from acquiring SWAV's technology.",0.0023333579301834106,0.018512828275561333,0.02246653474867344,0.005011681467294693,0.0023333579301834106,0.4464091360569,5.739865303039551,5.2216901779174805,5.7069621086120605,5.487058639526367,0.4763639783594936,0.012707110434195439,0.0105457008738159
2024-05-23,JNJ,"Johnson & Johnson: Vital Signs Decent, A Compelling Value Case","The Health Care sector has been stagnant while other areas of the stock market reach record highs, leaving some value opportunities in drugmakers and pharma stocks. I have a buy rating on Johnson & Johnson (JNJ) given its stable earnings growth and lofty yield. JNJ's diversified portfolio and pipeline provide stability, despite some weaknesses in certain areas. I highlight key price points to monitor on the chart ahead of a busy corporate presentation schedule.",-0.018236443400382996,0.008172376081347466,0.02269827574491501,-0.0074241384863853455,0.018236443400382996,0.45930013060569763,5.791979789733887,4.887670993804932,5.703544616699219,5.491339683532715,0.4576620615103007,0.014054985964498242,-0.024755767223509473
2024-05-31,JNJ,Johnson & Johnson: Market Will Regret The Overreaction,"Johnson & Johnson stock prices have been consistently declining in the recent 1~2 years. The stock is currently undervalued, with lower P/E ratios compared to the sector median and historical averages, and a high dividend yield. Yet, Johnson & Johnson's profitability remains strong, and there are potential catalysts for growth, including the adoption of new products and potential acquisitions. The contrast of value compression and robust profitability has created a very asymmetrical return/risk ratio.",0.0072953905910253525,0.01525605283677578,0.023272626101970673,1.901760697364807e-05,0.0072953905910253525,0.45211267471313477,5.767836570739746,5.01654577255249,5.714122772216797,5.518075942993164,0.4651676482587118,0.010603712679682189,0.009567737250624875
